"T1_healthy_R2_number_covered_cpgs","T1_healthy_R2_total_number_reads","T1_healthy_R7_number_covered_cpgs","T1_healthy_R7_total_number_reads","T1_tumor_R2_number_covered_cpgs","T1_tumor_R2_total_number_reads","T1_tumor_R7_number_covered_cpgs","T1_tumor_R7_total_number_reads","count_number_covered_cpgs","count_total_number_reads"
1454414,12129839,1449857,11432301,1460162,14342153,1456034,13290447,1,1472739
